Date,Open,High,Low,Close,Adj Close,Volume
2015-06-11,19920.0,19960.0,19500.0,19500.0,14961.7841796875,1301700
2015-06-12,20000.0,20000.0,19800.0,19960.0,15314.732421875,1478400
2015-06-15,19600.0,20040.0,19600.0,19920.0,15284.0380859375,369200
2015-06-16,20000.0,20100.0,19780.0,19900.0,15268.6962890625,1445100
2015-06-17,19960.0,20480.0,19920.0,20400.0,15652.33203125,1025750
2015-06-18,20300.0,20300.0,19920.0,20020.0,15360.7685546875,748900
2015-06-19,20060.0,20100.0,19800.0,19800.0,15191.9619140625,889050
2015-06-22,19920.0,20060.0,19780.0,19800.0,15191.9619140625,840250
2015-06-23,20040.0,20340.0,19900.0,20180.0,15483.5283203125,1350100
2015-06-24,20040.0,20380.0,20020.0,20380.0,15636.984375,623550
2015-06-25,20080.0,20300.0,19700.0,19700.0,15115.244140625,1783050
2015-06-26,19740.0,20020.0,19700.0,19740.0,15145.9326171875,1625350
2015-06-29,19720.0,19900.0,19700.0,19760.0,15176.6552734375,559850
2015-06-30,19800.0,19880.0,19720.0,19860.0,15253.45703125,1765150
2015-07-01,19660.0,19980.0,19620.0,19920.0,15299.54296875,1328650
2015-07-02,20080.0,20080.0,19620.0,20020.0,15376.34765625,1100100
2015-07-03,19840.0,19920.0,19500.0,19560.0,15023.04296875,697600
2015-07-06,19420.0,19520.0,19060.0,19060.0,14639.0185546875,551250
2015-07-07,19000.0,19340.0,18960.0,19080.0,14654.3779296875,772650
2015-07-08,18800.0,19140.0,18760.0,18800.0,14439.3271484375,1073900
2015-07-09,18460.0,19100.0,17560.0,19100.0,14669.7421875,959750
2015-07-10,18840.0,18940.0,18760.0,18800.0,14439.3271484375,1404350
2015-07-13,18800.0,18940.0,18680.0,18940.0,14546.8515625,979700
2015-07-14,18980.0,18980.0,18180.0,18380.0,14116.7421875,1856950
2015-07-15,18400.0,18540.0,18320.0,18540.0,14239.6328125,963050
2015-07-16,18440.0,19060.0,18340.0,19000.0,14592.9345703125,3750900
2015-07-17,19080.0,19360.0,19040.0,19360.0,14869.4296875,1208800
2015-07-20,19400.0,19560.0,19220.0,19280.0,14807.986328125,1429500
2015-07-21,19240.0,19300.0,18920.0,19300.0,14823.34765625,1165000
2015-07-22,19100.0,19360.0,19000.0,19360.0,14869.4296875,1625300
2015-07-23,19300.0,19460.0,19120.0,19120.0,14685.099609375,2760850
2015-07-24,18920.0,19140.0,18860.0,18980.0,14577.572265625,1998500
2015-07-27,18720.0,19200.0,18720.0,19100.0,14669.7421875,2472900
2015-07-28,19000.0,19160.0,18700.0,18800.0,14439.3271484375,1566400
2015-07-29,19020.0,19480.0,18820.0,19300.0,14823.34765625,1417050
2015-07-30,19300.0,19460.0,18520.0,18520.0,14224.26953125,1960400
2015-07-31,18580.0,18600.0,17920.0,18400.0,14132.1044921875,3410200
2015-08-03,18300.0,18300.0,17940.0,18160.0,13947.775390625,2725600
2015-08-04,18260.0,18500.0,18220.0,18400.0,14132.1044921875,1689500
2015-08-05,18400.0,18400.0,17880.0,17920.0,13763.443359375,1440950
2015-08-06,18020.0,18020.0,17440.0,17540.0,13471.5830078125,3161300
2015-08-07,17320.0,17800.0,17320.0,17600.0,13517.6650390625,2256650
2015-08-10,17560.0,17880.0,17560.0,17840.0,13701.998046875,1021000
2015-08-11,18080.0,18140.0,17840.0,17840.0,13701.998046875,1728200
2015-08-12,17900.0,18140.0,17800.0,17960.0,13794.1640625,1466400
2015-08-13,18000.0,18140.0,17860.0,17860.0,13717.3583984375,988650
2015-08-14,17860.0,17860.0,17860.0,17860.0,13717.3583984375,0
2015-08-17,17940.0,18020.0,17200.0,17200.0,13210.447265625,1521100
2015-08-18,17440.0,17700.0,17400.0,17560.0,13486.9453125,828900
2015-08-19,17960.0,18340.0,17860.0,18060.0,13870.970703125,1701700
2015-08-20,18040.0,18300.0,17780.0,18000.0,13824.884765625,1449050
2015-08-21,17200.0,18100.0,17200.0,17760.0,13640.5546875,2121000
2015-08-24,17420.0,17620.0,15980.0,16820.0,12918.5888671875,4075400
2015-08-25,16820.0,17440.0,16600.0,16880.0,12964.6708984375,2380800
2015-08-26,16560.0,16600.0,16100.0,16420.0,12611.369140625,2799750
2015-08-27,16660.0,17020.0,16520.0,16820.0,12918.5888671875,2883150
2015-08-28,17080.0,17280.0,16800.0,17020.0,13072.2001953125,2269300
2015-08-31,17180.0,17400.0,16820.0,17400.0,13364.0546875,4031450
2015-09-01,17360.0,17440.0,17100.0,17220.0,13225.8076171875,1678400
2015-09-02,16920.0,17400.0,16880.0,17400.0,13364.0546875,1916600
2015-09-03,17980.0,18360.0,17740.0,18120.0,13917.0517578125,4861400
2015-09-04,18120.0,18300.0,17920.0,18100.0,13901.693359375,3138850
2015-09-07,18180.0,18240.0,17940.0,18120.0,13917.0517578125,2453950
2015-09-08,18260.0,18480.0,17900.0,18440.0,14162.826171875,2289950
2015-09-09,18400.0,18580.0,18100.0,18580.0,14270.3564453125,3877050
2015-09-10,18180.0,18280.0,17980.0,18100.0,13901.693359375,3986400
2015-09-11,18140.0,18360.0,18040.0,18260.0,14024.580078125,2161050
2015-09-14,18160.0,18340.0,18020.0,18340.0,14086.025390625,1373150
2015-09-15,18340.0,18580.0,18140.0,18260.0,14024.580078125,3055550
2015-09-16,18300.0,18780.0,18300.0,18700.0,14362.51953125,2923300
2015-09-17,18880.0,18900.0,18460.0,18800.0,14439.3271484375,5319300
2015-09-18,18780.0,19200.0,18520.0,18680.0,14347.158203125,19631600
2015-09-21,18300.0,18600.0,18060.0,18300.0,14055.3017578125,1607300
2015-09-22,18540.0,18580.0,18200.0,18580.0,14270.3564453125,1207100
2015-09-23,18220.0,18560.0,18220.0,18240.0,14009.21875,9646750
2015-09-24,18200.0,18260.0,17940.0,18000.0,13824.884765625,1082100
2015-09-25,17900.0,18020.0,17620.0,17740.0,13625.19140625,1584500
2015-09-30,18000.0,18360.0,17640.0,18340.0,14086.025390625,3074450
2015-10-01,18400.0,18520.0,18220.0,18340.0,14086.025390625,637100
2015-10-02,18320.0,18320.0,18040.0,18040.0,13855.6083984375,1287600
2015-10-05,18000.0,18100.0,17860.0,17880.0,13732.72265625,1191100
2015-10-06,17980.0,18580.0,17980.0,18360.0,14101.3828125,1943300
2015-10-07,18940.0,19780.0,18860.0,19740.0,15161.2890625,3441500
2015-10-08,19640.0,19960.0,19360.0,19760.0,15176.6552734375,2254300
2015-10-12,19540.0,19700.0,19340.0,19660.0,15099.8544921875,1926450
2015-10-13,19400.0,19760.0,19400.0,19700.0,15130.5712890625,1024550
2015-10-14,19800.0,19980.0,19680.0,19880.0,15268.822265625,1835200
2015-10-15,19560.0,20320.0,19540.0,20320.0,15606.7578125,2550850
2015-10-16,20320.0,20320.0,19920.0,20000.0,15360.986328125,3277800
2015-10-19,19920.0,20060.0,19740.0,20060.0,15407.0703125,948400
2015-10-20,20000.0,20220.0,19900.0,20000.0,15360.986328125,561100
2015-10-21,19860.0,20060.0,19860.0,19960.0,15330.265625,1818550
2015-10-22,20240.0,20320.0,19720.0,19960.0,15330.265625,1569500
2015-10-23,20140.0,20200.0,19960.0,20200.0,15514.5908203125,885200
2015-10-26,20200.0,20200.0,19940.0,20200.0,15514.5908203125,1260000
2015-10-27,20060.0,20120.0,19620.0,19980.0,15345.6240234375,951100
2015-10-28,19960.0,20640.0,19960.0,20440.0,15698.9248046875,2183150
2015-10-29,21000.0,22600.0,20900.0,21560.0,16559.142578125,11510400
2015-10-30,23320.0,24160.0,22900.0,23900.0,18356.37890625,16219250
2015-11-02,23800.0,23800.0,23140.0,23560.0,18095.240234375,6961500
2015-11-03,23500.0,23500.0,22960.0,23020.0,17680.490234375,5741600
2015-11-04,22960.0,23080.0,22760.0,22800.0,17511.51953125,2883900
2015-11-05,22800.0,23120.0,22760.0,22920.0,17603.681640625,4408750
2015-11-06,22920.0,23040.0,22800.0,22900.0,17588.328125,1878150
2015-11-09,22900.0,23000.0,22400.0,22780.0,17496.1640625,1999400
2015-11-10,22760.0,22940.0,22380.0,22420.0,17219.6640625,2034500
2015-11-11,22420.0,23540.0,22420.0,22800.0,17511.51953125,2039950
2015-11-12,22800.0,23040.0,22800.0,22800.0,17511.51953125,2049750
2015-11-13,22800.0,22900.0,22060.0,22520.0,17296.466796875,2510200
2015-11-16,22520.0,22600.0,21620.0,22120.0,16989.251953125,3266650
2015-11-17,22120.0,22800.0,22100.0,22580.0,17342.55078125,3446100
2015-11-18,22580.0,22840.0,22580.0,22600.0,17357.91015625,1713550
2015-11-19,22660.0,23000.0,22300.0,23000.0,17665.130859375,3648600
2015-11-20,23000.0,23000.0,22660.0,22660.0,17403.994140625,2548300
2015-11-23,22660.0,22860.0,22420.0,22660.0,17403.994140625,2943650
2015-11-24,22660.0,22740.0,22340.0,22740.0,17465.439453125,2679850
2015-11-25,22740.0,22880.0,22520.0,22520.0,17296.466796875,2904900
2015-11-26,22520.0,23060.0,22520.0,22820.0,17526.8828125,1804650
2015-11-27,22880.0,23160.0,22820.0,22820.0,17526.8828125,2619650
2015-11-30,22820.0,22840.0,21920.0,21920.0,16835.64453125,7039500
2015-12-01,22120.0,22840.0,21920.0,22740.0,17465.439453125,3653800
2015-12-02,22740.0,22940.0,22460.0,22460.0,17250.38671875,3562300
2015-12-03,22460.0,22460.0,22100.0,22140.0,17004.611328125,2926200
2015-12-04,22100.0,22220.0,22000.0,22220.0,17066.060546875,2808700
2015-12-07,22120.0,22480.0,21840.0,21840.0,16774.1953125,2623650
2015-12-08,21820.0,22060.0,21640.0,21720.0,16682.033203125,3275200
2015-12-09,21720.0,21920.0,21620.0,21640.0,16620.583984375,2345800
2015-12-10,21640.0,22080.0,21100.0,21820.0,16758.8359375,2831300
2015-12-11,21820.0,21960.0,21480.0,21640.0,16620.583984375,3532650
2015-12-14,21520.0,21640.0,21200.0,21240.0,16313.369140625,3119650
2015-12-15,21240.0,21980.0,21240.0,21340.0,16390.173828125,2167650
2015-12-16,21500.0,21920.0,21480.0,21680.0,16651.310546875,2922500
2015-12-17,21700.0,21960.0,21300.0,21780.0,16728.115234375,2658600
2015-12-18,21560.0,21580.0,21340.0,21500.0,16513.06640625,2697250
2015-12-21,21500.0,21740.0,21320.0,21600.0,16589.87109375,1944150
2015-12-22,21600.0,21700.0,21420.0,21700.0,16666.66796875,2508600
2015-12-23,21700.0,21840.0,21700.0,21800.0,16743.478515625,2223150
2015-12-24,21820.0,22100.0,21800.0,21900.0,16820.279296875,964450
2015-12-28,21900.0,22000.0,21500.0,21500.0,16513.06640625,1936450
2015-12-29,21500.0,21640.0,21000.0,21460.0,16795.595703125,2737300
2015-12-30,21480.0,21980.0,21460.0,21820.0,17077.349609375,2051400
2016-01-04,21820.0,21820.0,20480.0,20720.0,16216.4345703125,2747150
2016-01-05,20720.0,21120.0,20640.0,20840.0,16310.35546875,2674650
2016-01-06,20880.0,21020.0,20320.0,20640.0,16153.82421875,2951900
2016-01-07,20560.0,20640.0,19700.0,20120.0,15746.8486328125,3591650
2016-01-08,20120.0,20520.0,19780.0,20280.0,15872.0751953125,2407650
2016-01-11,20220.0,20220.0,19820.0,20000.0,15652.931640625,2654350
2016-01-12,19820.0,20240.0,19120.0,19120.0,14964.19921875,4140050
2016-01-13,19380.0,19420.0,19280.0,19320.0,15120.7275390625,1280650
2016-01-14,19040.0,19380.0,18920.0,19020.0,14885.9384765625,1186000
2016-01-15,19040.0,19440.0,18940.0,18940.0,14823.32421875,1975800
2016-01-18,18200.0,19100.0,18200.0,19100.0,14948.55078125,2537750
2016-01-19,19100.0,19980.0,19040.0,19940.0,15605.974609375,2912300
2016-01-20,19620.0,19700.0,19160.0,19360.0,15152.033203125,2526700
2016-01-21,19300.0,19760.0,19140.0,19140.0,14979.8544921875,1818250
2016-01-22,19260.0,19580.0,19140.0,19340.0,15136.3818359375,2123600
2016-01-25,19420.0,19620.0,19380.0,19500.0,15261.6044921875,1471900
2016-01-26,19380.0,19460.0,19000.0,19220.0,15042.466796875,1352700
2016-01-27,19100.0,19860.0,19100.0,19700.0,15418.1376953125,2490300
2016-01-28,19620.0,19640.0,19240.0,19440.0,15214.6494140625,3600950
2016-01-29,19460.0,19980.0,19160.0,19980.0,15637.27734375,2825550
2016-02-01,19980.0,20140.0,19640.0,20140.0,15762.50390625,2347850
2016-02-02,20020.0,20020.0,19520.0,19600.0,15339.875,1724150
2016-02-03,19600.0,19740.0,19380.0,19520.0,15277.259765625,1595800
2016-02-04,19520.0,19680.0,19380.0,19540.0,15292.912109375,1544200
2016-02-05,19540.0,19760.0,19460.0,19660.0,15386.8369140625,1607700
2016-02-11,19140.0,19180.0,18800.0,18820.0,14729.4111328125,1858500
2016-02-12,18740.0,19560.0,18720.0,18920.0,14807.6767578125,2060550
2016-02-15,19100.0,19400.0,19040.0,19400.0,15183.3408203125,1305100
2016-02-16,19400.0,19600.0,19400.0,19400.0,15183.3408203125,1465500
2016-02-17,19400.0,20200.0,19400.0,20000.0,15652.931640625,2196100
2016-02-18,20300.0,20300.0,19420.0,19880.0,15559.0166015625,1484050
2016-02-19,20020.0,20120.0,19500.0,19740.0,15449.439453125,1553100
2016-02-22,19820.0,19860.0,19500.0,19800.0,15496.3974609375,1348150
2016-02-23,19800.0,20140.0,19700.0,19840.0,15527.7080078125,1118250
2016-02-24,19840.0,19920.0,19380.0,19480.0,15245.9541015625,1310450
2016-02-25,19500.0,19840.0,19500.0,19780.0,15480.748046875,1159200
2016-02-26,19800.0,19940.0,19440.0,19440.0,15214.6494140625,2142700
2016-02-29,19540.0,19740.0,19440.0,19720.0,15433.791015625,3685550
2016-03-02,19980.0,20380.0,19920.0,20020.0,15668.5849609375,2151550
2016-03-03,20160.0,20700.0,20120.0,20700.0,16200.783203125,1436900
2016-03-04,20700.0,20720.0,20280.0,20540.0,16075.5634765625,2167100
2016-03-07,20680.0,20840.0,20500.0,20660.0,16169.4775390625,1574150
2016-03-08,20660.0,20680.0,19840.0,20340.0,15919.02734375,2363350
2016-03-09,20320.0,20320.0,19800.0,19860.0,15543.359375,2104050
2016-03-10,19920.0,20520.0,19900.0,20520.0,16059.9111328125,2365050
2016-03-11,20580.0,20920.0,20300.0,20900.0,16357.314453125,1844400
2016-03-14,20920.0,21260.0,20920.0,21060.0,16482.537109375,1036000
2016-03-15,21060.0,21100.0,20600.0,20840.0,16310.35546875,1829150
2016-03-16,20920.0,21240.0,20880.0,21160.0,16560.80078125,1415800
2016-03-17,21440.0,21720.0,21160.0,21180.0,16576.455078125,2375800
2016-03-18,21560.0,21560.0,21020.0,21260.0,16639.064453125,3698350
2016-03-21,21280.0,21500.0,21220.0,21440.0,16779.943359375,1774900
2016-03-22,21440.0,21500.0,21180.0,21500.0,16826.908203125,2267150
2016-03-23,21500.0,21520.0,21220.0,21520.0,16842.5546875,1845050
2016-03-24,21460.0,21520.0,21360.0,21520.0,16842.5546875,2187300
2016-03-25,21400.0,21520.0,21240.0,21360.0,16717.330078125,1845150
2016-03-28,21380.0,21880.0,21380.0,21700.0,16983.4296875,1234700
2016-03-29,21740.0,22000.0,21720.0,21960.0,17186.919921875,1636150
2016-03-30,22400.0,22500.0,22160.0,22380.0,17515.62890625,3429150
2016-03-31,22380.0,22380.0,21880.0,22140.0,17327.794921875,2133750
2016-04-01,22120.0,22140.0,21200.0,21580.0,16889.509765625,2699800
2016-04-04,21580.0,21800.0,21240.0,21800.0,17061.69921875,2129450
2016-04-05,21800.0,21800.0,20960.0,20960.0,16404.275390625,2754250
2016-04-06,21000.0,21360.0,20980.0,21200.0,16592.10546875,1932950
2016-04-07,21400.0,21480.0,20520.0,20760.0,16247.7470703125,3653250
2016-04-08,20760.0,20900.0,20360.0,20840.0,16310.35546875,1811000
2016-04-11,20840.0,21180.0,20520.0,21000.0,16435.576171875,1139550
2016-04-12,21120.0,21300.0,20980.0,21200.0,16592.10546875,1376300
2016-04-14,21600.0,21600.0,21080.0,21100.0,16513.837890625,2451500
2016-04-15,21500.0,21540.0,21180.0,21480.0,16811.25,1234100
2016-04-18,21500.0,21780.0,21340.0,21780.0,17046.044921875,1168600
2016-04-19,21580.0,21680.0,21120.0,21220.0,16607.76171875,1456850
2016-04-20,21600.0,21600.0,21180.0,21340.0,16701.6796875,1590800
2016-04-21,21500.0,21580.0,21160.0,21340.0,16701.6796875,1815800
2016-04-22,21500.0,21500.0,21220.0,21480.0,16811.25,530150
2016-04-25,21520.0,21520.0,21220.0,21440.0,16779.943359375,834150
2016-04-26,21320.0,21700.0,21320.0,21620.0,16920.818359375,1155350
2016-04-27,21620.0,21660.0,21300.0,21480.0,16811.25,1189400
2016-04-28,21640.0,21680.0,20700.0,20860.0,16326.009765625,3244600
2016-04-29,20700.0,20980.0,20640.0,20860.0,16326.009765625,1759750
2016-05-02,20840.0,20920.0,20500.0,20520.0,16059.9111328125,1602750
2016-05-03,20700.0,20880.0,20620.0,20720.0,16216.4345703125,1180600
2016-05-04,20720.0,21060.0,20640.0,21060.0,16482.537109375,1646000
2016-05-09,21200.0,21760.0,21160.0,21740.0,17014.736328125,3805350
2016-05-10,21740.0,21800.0,21500.0,21640.0,16936.46875,1850750
2016-05-11,21700.0,21760.0,21520.0,21620.0,16920.818359375,1758400
2016-05-12,21620.0,21660.0,21200.0,21200.0,16592.10546875,1610400
2016-05-13,21200.0,21200.0,20600.0,20660.0,16169.4775390625,3258100
2016-05-16,20660.0,20780.0,20500.0,20520.0,16059.9111328125,2028350
2016-05-17,20560.0,20680.0,20520.0,20640.0,16153.82421875,2417500
2016-05-18,20640.0,20760.0,20400.0,20440.0,15997.29296875,2312600
2016-05-19,20640.0,20900.0,20520.0,20640.0,16153.82421875,2187550
2016-05-20,20700.0,20900.0,20640.0,20640.0,16153.82421875,1680600
2016-05-23,20840.0,20900.0,20640.0,20740.0,16232.091796875,1274550
2016-05-24,20800.0,20940.0,20740.0,20820.0,16294.7021484375,1684500
2016-05-25,21040.0,21560.0,20920.0,21420.0,16764.291015625,1656350
2016-05-26,21640.0,21640.0,21420.0,21420.0,16764.291015625,1538000
2016-05-27,21800.0,21880.0,21180.0,21180.0,16576.455078125,2392900
2016-05-30,21260.0,21280.0,20800.0,20940.0,16388.619140625,1974450
2016-05-31,20940.0,21600.0,20680.0,21240.0,16623.416015625,14147100
2016-06-01,21460.0,22400.0,21320.0,22180.0,17359.095703125,4981800
2016-06-02,22400.0,22980.0,22380.0,22680.0,17750.423828125,4443550
2016-06-03,22680.0,22980.0,22540.0,22600.0,17687.80859375,2236950
2016-06-07,22600.0,23000.0,22600.0,22880.0,17906.951171875,2471850
2016-06-08,23100.0,23200.0,22580.0,23000.0,18000.869140625,2954400
2016-06-09,23000.0,23440.0,23000.0,23080.0,18063.482421875,1844850
2016-06-10,23500.0,23500.0,23100.0,23200.0,18157.40234375,2074750
2016-06-13,23200.0,23200.0,22260.0,22260.0,17421.712890625,2616400
2016-06-14,22300.0,23080.0,22300.0,22600.0,17687.80859375,2173100
2016-06-15,22680.0,23060.0,22600.0,22920.0,17938.251953125,2277000
2016-06-16,22920.0,23020.0,22620.0,22800.0,17844.337890625,1984950
2016-06-17,22800.0,23300.0,22800.0,22900.0,17922.60546875,3555850
2016-06-20,22900.0,23120.0,22820.0,22940.0,17953.9140625,2713700
2016-06-21,23140.0,23300.0,22960.0,23300.0,18235.66796875,1324300
2016-06-22,23400.0,23500.0,23300.0,23460.0,18360.8828125,1710900
2016-06-23,23460.0,23600.0,23080.0,23080.0,18063.482421875,1731850
2016-06-24,23320.0,23500.0,22220.0,22760.0,17813.03515625,2366450
